class,bytes_rev,bytes,packets,packets_rev,packets_sum,bytes_ration,num_pkts_ration,time,av_pkt_size,av_pkt_size_rev,var_pkt_size,var_pkt_size_rev,median_pkt_size,median_pkt_size_rev,mindelay,avgdelay,maxdelay,bursts,fizzles,time_leap_ration,autocorr,stSum,ndSum,rdSum
False,89566,4633,42,43,85,0.0517272179175133,0.9767441860465116,3066.6940000000004,110.3095238095238,2082.93023255814,21003.01,5769916.81,150.5,4074.5,20.194,853.5650344827586,2511.55,0,0,1.0,0.4276596654543796,0,-3,-5
False,4589,729,5,7,12,0.1588581390281107,0.7142857142857143,1766.4679999999998,145.8,655.5714285714286,0.0,267631.1875,517.0,1318.0,676.592,676.9739999999999,677.106,0,0,1.0,0.0,0,0,0
True,5791,1365,9,10,19,0.2357105853911241,0.9,19276.76,151.66666666666666,579.1,31314.666666666668,246766.5833333333,383.0,935.5,54.714,115.20575,236.152,0,0,1.0,0.0,-1,0,-2
False,99430,34681,319,282,601,0.3487981494518757,1.1312056737588652,2584.584,108.717868338558,352.5886524822695,22091.950113378683,100976.0,78.0,79.0,58.542,507.7309655172413,1234.934,0,0,1.0,0.0,8,-5,9
True,5059,1138,10,7,17,0.2249456414311128,1.4285714285714286,437.674,113.8,722.7142857142857,44944.0,948045.1875,305.0,882.5,46.974,60.0964,102.418,0,0,1.0,0.0,0,-1,-1
False,164,216,4,3,7,1.3170731707317074,1.3333333333333333,3.878,54.0,54.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0
True,9687,2891,26,31,57,0.2984412098688964,0.8387096774193549,20430.548000000003,111.1923076923077,312.48387096774195,13724.94387755102,247589.52734375,106.0,577.0,51.434,3285.473379310345,7498.572,0,0,1.0,0.0,0,-1,-1
False,3387,1372,11,8,19,0.4050782403306761,1.375,60.124,124.72727272727272,423.375,37528.5,454307.0399999999,125.5,62.0,38.69,47.093500000000006,54.958,0,0,1.0,0.6948330743223332,-1,2,0
True,5291,2259,18,18,36,0.4269514269514269,1.0,19784.928,125.5,293.94444444444446,16721.81,292004.89,125.5,184.5,40.308,1842.7033684210528,19744.716,0,0,1.0,0.0,0,-3,1
False,2046,1164,8,5,13,0.5689149560117303,1.6,3042.714,145.5,409.2,0.0,0.0,370.0,889.0,8.474,20.332,30.316,0,0,1.0,0.0,0,0,0
True,1820,2674,33,33,66,1.4692307692307691,1.0,303437.936,81.03030303030303,55.15151515151515,12741.44,172.8,111.5,48.5,1.04,118510.042,175583.09000000003,0,0,1.0,0.9288073023673348,-2,1,1
True,424,1075,8,5,13,2.535377358490566,1.6,2072.454,134.375,84.8,62018.66666666666,0.0,51.0,156.0,51.354,1985.758,2961.42,0,0,1.0,0.0,0,0,0
True,10861,4186,34,27,61,0.3854157075775711,1.2592592592592593,506.536,123.11764705882354,402.2592592592592,10559.06611570248,574723.359375,81.0,1109.0,40.944,178.8433103448276,422.576,0,0,1.0,0.3135685426382457,4,5,5
True,10361,8557,71,58,129,0.8258855322845285,1.2241379310344829,20181.616,120.52112676056338,178.63793103448276,11283.422839506173,235522.1388888889,105.0,184.5,19.286,1403.932620689655,2859.402,0,0,1.0,0.0,0,5,3
False,112,216,4,2,6,1.9285714285714288,2.0,0.808,54.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0
True,75414,77894,707,488,1195,1.0328851406900577,1.4487704918032789,11260.28,110.17538896746818,154.53688524590163,9913.90476190476,364883.1111111111,78.0,210.0,19.42,1359.2555172413793,2944.206,0,0,1.0,0.6072982115935663,4,1,9
True,7329,3155,6,8,14,0.4304816482466912,0.75,13079.952,525.8333333333334,916.125,364968.4722222223,291869.359375,106.5,1165.0,20.45,1053.668923076923,13079.952,0,0,1.0,0.0,0,-1,-1
False,80706,9603,54,81,135,0.1189874358783733,0.6666666666666666,18343.620000000003,177.83333333333334,996.3703703703704,218783.0612244897,340831.68359375,38.0,880.5,32.092,362.48455172413793,1404.5700000000002,0,0,1.0,0.0,0,-1,1
True,5037,837,6,4,10,0.1661703394877903,1.5,1484.928,139.5,1259.25,0.0,0.0,517.0,4821.0,44.228,44.228,44.228,0,0,1.0,0.0,0,0,0
False,12422,1540,12,19,31,0.1239735952342618,0.631578947368421,398.938,128.33333333333334,653.7894736842105,35897.03999999999,390148.80991735536,92.0,1460.0,20.764000000000003,178.7372,371.302,0,0,1.0,0.0,-1,-2,-3
False,6044,2230,12,7,19,0.3689609530112508,1.7142857142857142,1978.182,185.8333333333333,863.4285714285714,131277.25,2078587.0,321.5,1121.0,408.564,1039.688,1744.716,0,0,1.0,0.0528463833374652,0,-1,-1
True,8228,2263,21,26,47,0.2750364608653379,0.8076923076923077,19253.922,107.76190476190476,316.46153846153845,17801.089999999997,283581.1020408164,106.0,319.0,49.824,619.187652173913,1600.486,0,0,1.0,0.0,0,-5,-1
True,3126,785,5,3,8,0.2511196417146513,1.6666666666666667,778.076,157.0,1042.0,0.0,0.0,517.0,2962.0,41.84,41.84,41.84,0,0,1.0,0.0,0,0,0
False,7658,1520,15,12,27,0.1984852441890833,1.25,1580.86,101.33333333333331,638.1666666666666,37528.5,1645910.96,125.5,1151.0,225.064,845.1375,1354.002,0,0,1.0,0.0,-1,2,-2
True,12229,8953,76,66,142,0.732112192329708,1.1515151515151516,10056.092,117.80263157894736,185.2878787878788,11381.867283950616,281652.1666666667,104.0,257.5,35.926,733.7487586206895,1988.25,0,0,1.0,0.0,0,1,5
False,4609,1573,13,13,26,0.3412887828162291,1.0,75.068,121.0,354.53846153846155,26606.5306122449,1138073.84,64.0,512.0,11.654,43.70781818181818,56.174,0,0,1.0,0.5605001283145766,2,-1,1
False,2976,873,7,8,15,0.2933467741935484,0.875,54.176,124.71428571428572,372.0,51302.25,303617.5,290.5,586.0,9.78,25.2672,36.92,0,0,1.0,0.0,0,1,-1
True,12004,4966,21,25,46,0.4136954348550483,0.84,17677.456,236.47619047619048,480.16,181874.64888888889,343491.3955555556,159.0,622.0,10.384,699.0571034482758,4658.602,0,0,1.0,0.5639373246059638,0,1,1
False,7340,2063,17,13,30,0.2810626702997275,1.3076923076923077,6969.33,121.3529411764706,564.6153846153846,25545.63265306122,2125515.5510204085,126.0,69.0,194.826,1553.811076923077,6579.772000000001,0,0,1.0,0.0,0,1,-1
True,5779,1570,12,7,19,0.2716732998788718,1.7142857142857142,1630.852,130.83333333333334,825.5714285714286,36286.75,2540567.1875,195.0,518.5,47.356,409.2677142857143,1532.518,0,0,1.0,-0.0865338840624579,0,1,1
True,92737,61225,613,664,1277,0.660200351531751,0.9231927710843374,5191.624,99.87765089722676,139.664156626506,10564.775623268695,756219.867768595,84.0,173.0,8.68,87.46924137931033,179.966,0,0,1.0,0.0968610321201287,8,-5,5
True,15517,6457,47,40,87,0.4161242508216795,1.175,720.672,137.38297872340425,387.925,21240.761245674737,268177.4437869822,85.0,565.0,50.996,119.44703448275864,249.974,0,0,1.0,0.0,2,1,-1
True,4279,1095,9,6,15,0.2559009114279037,1.5,1974.808,121.66666666666669,713.1666666666666,38220.25,2807186.8888888885,321.5,242.0,39.566,530.679,1931.66,0,0,1.0,0.0,0,0,0
True,3126,785,5,3,8,0.2511196417146513,1.6666666666666667,1513.0499999999995,157.0,1042.0,0.0,0.0,517.0,2962.0,8.602,8.602,8.602,0,0,1.0,0.0,0,0,0
True,4331,1147,10,7,17,0.2648349111059801,1.4285714285714286,2027.368,114.7,618.7142857142857,38220.25,811613.1875,321.5,845.0,39.404,444.264,1982.52,0,0,1.0,0.0,0,1,-1
False,33433,2541,23,34,57,0.0760027517722011,0.6764705882352942,1237.414,110.47826086956522,983.3235294117648,21330.85714285714,308526.86578449904,126.0,1448.0,7.786,363.2305517241379,1217.22,0,0,1.0,0.0,-2,-7,-5
True,15346,7574,31,22,53,0.4935488075068421,1.4090909090909092,3690.802,244.32258064516128,697.5454545454545,8448.24609375,37290.77551020408,317.0,803.0,51.342,1195.6901379310343,1967.204,0,0,1.0,0.7771526632968729,2,1,1
False,112,216,4,2,6,1.9285714285714288,2.0,0.786,54.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0
True,12391,6124,55,52,107,0.4942296828343152,1.0576923076923077,593.456,111.34545454545454,238.28846153846155,12441.68888888889,530507.7155555554,90.0,200.0,22.352,66.54413793103448,187.548,0,0,1.0,0.6135989023173829,4,-1,-3
True,4914,941,8,6,14,0.1914936914936915,1.3333333333333333,2077.732,117.625,819.0,0.0,1013291.5555555556,517.0,1200.0,37.214,39.458666666666666,43.926,0,0,1.0,0.0,0,0,0
False,33806,2894,26,25,51,0.0856061054250724,1.04,6613.608,111.3076923076923,1352.24,17790.247933884297,6915262.775510204,114.0,519.5,36.696,1104.5168333333334,6538.01,0,0,1.0,0.4399128833334976,2,-5,0
True,5978,1520,14,11,25,0.2542656406825025,1.2727272727272727,365.666,108.57142857142856,543.4545454545455,36504.5,320484.4375,133.5,461.0,82.12,141.542,199.972,0,0,1.0,0.9088711535488924,-2,1,-1
False,3650,1691,12,8,20,0.4632876712328767,1.5,6610.6900000000005,140.91666666666666,456.25,49198.6875,415667.3333333333,321.5,158.0,1399.65,2954.797777777778,5948.772000000001,0,0,1.0,0.0,1,0,-1
False,246727,7330,91,114,205,0.0297089495677408,0.7982456140350878,4240.966,80.54945054945055,2164.271929824561,13617.147928994087,794322.2422145328,113.0,1391.0,11.89,387.6147586206897,612.698,0,0,1.0,0.0,0,-1,-3
True,4094,3288,8,8,16,0.8031265266243283,1.0,15675.46,411.0,511.75,311902.0,241462.6875,71.0,317.5,14.802,1098.8194666666668,15675.46,0,0,1.0,0.7077889851163534,-1,-2,3
